Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status
19,1,High,Children or Armed Forces,20,Retail,Services,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single
67,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Nonfiler
25,1,Associates degree (Vocational),Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single
74,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,North America,Single
47,1,Bachelors degree,Children or Armed Forces,52,Transportation,Craft & Repair,Black, All other,Widowed,Householder,Native,US,US,US,Head of Household (HOH)
26,0,High,Full-Time,39,Retail,Services,White, All other,Single,Other relative of householder,Native,US,US,US,Single
52,1,College,Full-Time,52,Manufacturing (Durable),Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single
37,1,College,Full-Time,17,Retail,Sales,Black, All other,Separated,Child 18 or older,Native,US,US,US,Nonfiler
58,1,Associates degree (Academic),Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single
35,0,Associates degree (Vocational),Full-Time,52,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
28,0,College,Full-Time,52,Education,Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
54,0,High,Full-Time,52,Personal Services (except Private Household),Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
18,0,High,Seeking Full-Time,16,Other professional services,Farming & Forestry & Fishing,White, All other,Single,Child 18 or older,Native,US,US,US,Single
57,0,High,Part-Time (Usually Part-Time),52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
48,0,High,Children or Armed Forces,52,Wholesale,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,Black, All other,Single,Child 18 or older,Native,US,US,US,Head of Household (HOH)
18,1,College,Choice Part-Time,52,Personal Services (except Private Household),Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single
45,0,High,Full-Time,52,Construction,Craft & Repair,Other, Other Spanish,Married,Householder,Foreign-born (Non-US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
57,0,High,Full-Time,52,Utilities & Sanitary,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
52,1,Elementary(1-6),Not Working,0,Not in universe or children,Unknown,White, Mexican (Mexicano),Married,Spouse of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Nonfiler
26,1,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,Native American/Aleut/Eskimo, All other,Single,Nonrelative of householder,Native,US,US,US,Single
18,1,Middle (7-8),Not Working,0,Not in universe or children,Unknown,White, Other Spanish,Single,Householder,Native,US,North America,North America,Nonfiler
42,0,Associates degree (Academic),Full-Time,52,Manufacturing (Durable),Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
14,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
37,1,Bachelors degree,Not Working,0,Not in universe or children,Unknown,Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),US,US,US,Married Filling Jointly both under 65 (MFJ)
35,0,College,Choice Part-Time,52,Utilities & Sanitary,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,0,Elementary(1-6),Full-Time,36,Retail,Handlers/Cleaners,White, Central or South American,Single,Nonrelative of householder,Foreign-born (Non-US Citizen),South America,South America,South America,Single
76,0,High,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
21,0,High,Full-Time,50,Agriculture,Farming & Forestry & Fishing,Other, Mexican (Mexicano),Single,Child 18 or older,Foreign-born (Non-US Citizen),North America,North America,North America,Single
25,0,High,Children or Armed Forces,52,Transportation,Craft & Repair,Black, All other,Single,Child 18 or older,Native,US,US,US,Single
1,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Other relative of householder,Native,US,US,US,Nonfiler
21,1,High,Children or Armed Forces,52,Personal Services (except Private Household),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
18,1,High,Full-Time,52,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single
21,1,High,Full-Time,52,Hospitals,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single
24,0,College,Children or Armed Forces,52,Retail,Services,White, All other,Single,Householder,Native,US,US,US,Single
21,1,High,Children or Armed Forces,26,Social Services,Services,White, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
26,0,College,Full-Time,52,Transportation,Craft & Repair,White, All other,Married,Child 18 or older,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,0,College,Children or Armed Forces,44,Retail,Sales,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
22,1,College,Full-Time,30,Retail,Sales,Asian/Pacific, All other,Single,Child 18 or older,Native,US,US,US,Single
2,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,North America,North America,Nonfiler
40,1,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
56,1,High,Part-Time (Usually Part-Time),52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
67,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,Europe,US,Nonfiler
37,1,Bachelors degree,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
17,1,High,Full-Time,18,Retail,Sales,White, All other,Single,Child under 18 never married,Native,US,US,US,Single
50,1,Associates degree (Vocational),Children or Armed Forces,52,Education,Professional,White, Mexican-American,Married,Householder,Native,US,North America,North America,Married Filling Jointly both under 65 (MFJ)
50,1,College,Children or Armed Forces,52,Public Administration,Services,White, All other,Married,Spouse of householder,Native,US,US,North America,Married Filling Jointly both under 65 (MFJ)
6,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
25,1,High,Not Working,40,Not in universe or children,Unknown,Black, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single
27,0,College,Children or Armed Forces,52,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
37,1,Middle (7-8),Children or Armed Forces,52,Medical (except Hospitals),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
60,0,High,Full-Time,48,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
30,0,Bachelors degree,Full-Time,39,Business & Repair,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
40,0,College,Full-Time,52,Construction,Protective Services,Black, All other,Single,Child 18 or older,Native,US,US,US,Single
29,1,High,Full-Time,52,Retail,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,0,High,Children or Armed Forces,52,Agriculture,Farming & Forestry & Fishing,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
37,0,Bachelors degree,Children or Armed Forces,52,Public Administration,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
45,1,Elementary(1-6),Children or Armed Forces,46,Manufacturing (Durable),Transportation,Native American/Aleut/Eskimo, All other,Divorced,Householder,Native,US,US,US,Single
39,1,Associates degree (Academic),Children or Armed Forces,48,Business & Repair,Technicians & Support,White, All other,Single,Householder,Native,US,US,US,Single
52,0,Bachelors degree,Full-Time,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
32,1,Bachelors degree,Full-Time,52,Public Administration,Protective Services,Black, All other,Single,Householder,Native,US,US,US,Single
24,0,Associates degree (Academic),Children or Armed Forces,30,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Divorced,Householder,Native,US,US,US,Single
65,0,Middle (7-8),Not Working,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Nonfiler
50,0,High,Not Working,17,Not in universe or children,Unknown,White, All other,Divorced,Householder,Native,US,US,US,Single
35,0,Associates degree (Academic),Full-Time,52,Transportation,Management,White, Mexican-American,Married,Spouse of householder,Native,US,North America,US,Married Filling Jointly both under 65 (MFJ)
17,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
18,1,High,Full-Time,52,Retail,Services,White, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
39,0,High,Children or Armed Forces,26,Construction,Handlers/Cleaners,White, All other,Single,Other relative of householder,Native,US,US,Europe,Single
28,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Other relative of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
16,0,Middle (7-8),Children or Armed Forces,0,Education,Services,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
58,0,College,Full-Time,52,Construction,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
36,0,Bachelors degree,Full-Time,52,Utilities & Sanitary,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
52,1,Middle (7-8),Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Widowed,Householder,Native,US,US,US,Head of Household (HOH)
32,1,College,Children or Armed Forces,52,Other professional services,Admin Support (include Clerical),White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
45,0,High,Full-Time,52,Construction,Craft & Repair,Black, All other,Divorced,Householder,Native,US,US,US,Single
43,1,Associates degree (Academic),Not Working,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
26,0,Professional degree,Children or Armed Forces,52,Other professional services,Professional,White, All other,Single,Child 18 or older,Native,US,US,US,Single
45,1,High,Children or Armed Forces,26,Private Household Services,Private Household Services,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
57,0,Elementary(1-6),Not Working,0,Not in universe or children,Unknown,White, Mexican (Mexicano),Married (Spouse Absent),Other relative of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Nonfiler
43,1,High Freshman,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
36,1,College,Children or Armed Forces,52,Utilities & Sanitary,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
15,0,High Freshman,Full-Time,0,Retail,Services,White, All other,Single,Child under 18 never married,Native (Born Abroad),US,US,US,Nonfiler
32,1,College,Full-Time,52,Personal Services (except Private Household),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
58,1,College,Choice Part-Time,52,Hospitals,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
